Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Day,Month,Year,Dep_Hr,Dep_Min,Arr_Hr,Arr_Min,Duration_Hr,Duration_Min,Duration_bool
SpiceJet,21/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,No check-in baggage included,3841,21,JUN,2019,17,10,19,40,2,30.0,150.0
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2:50,0,No Info,4591,12,APR,2019,10,10,13,0,2,50.0,170.0
IndiGo,24/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4:50,1,No Info,5192,24,MAY,2019,15,15,20,5,4,50.0,290.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,12:35,18:20,1,In-flight meal not included,10577,9,JUN,2019,18,15,12,35,18,20.0,1100.0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25,8:55,2,No Info,15129,18,MAY,2019,19,30,4,25,8,55.0,535.0
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,21:00,07:40,10:40,1,No Info,8372,15,JUN,2019,21,0,7,40,10,40.0,640.0
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13:15,1,No Info,8266,9,MAY,2019,6,0,19,15,13,15.0,795.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,19:50,13:20,1,No Info,14781,6,MAY,2019,6,30,19,50,13,20.0,800.0
Vistara,21/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,No Info,5613,21,APR,2019,17,0,19,35,2,35.0,155.0
Jet Airways,24/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,No Info,7229,24,APR,2019,15,15,18,10,2,55.0,175.0
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,21:00,12:30,1,No Info,6093,24,JUN,2019,8,30,21,0,12,30.0,750.0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7:5,2,In-flight meal not included,15544,21,MAY,2019,5,30,12,35,7,5.0,425.0
GoAir,18/05/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6:10,1,No Info,6296,18,MAY,2019,7,25,13,35,6,10.0,370.0
IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2:45,0,No Info,4804,27,APR,2019,9,35,12,20,2,45.0,165.0
Air Asia,18/03/2019,Banglore,New Delhi,BLR → DEL,05:50,08:40,2:50,0,No Info,4284,18,MAR,2019,5,50,8,40,2,50.0,170.0
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,22:20,14:45,1,No Info,6558,21,MAR,2019,7,35,22,20,14,45.0,885.0
IndiGo,24/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35,5:45,1,No Info,5775,24,JUN,2019,21,50,3,35,5,45.0,345.0
SpiceJet,21/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2:15,0,No check-in baggage included,3543,21,JUN,2019,8,20,10,35,2,15.0,135.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,18:50,8:55,1,No Info,17024,6,MAR,2019,9,55,18,50,8,55.0,535.0
Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1:25,0,In-flight meal not included,4050,9,JUN,2019,7,5,8,30,1,25.0,85.0
Air India,6/03/2019,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,06:00,15:15,33:15,2,No Info,14219,6,MAR,2019,6,0,15,15,33,15.0,1995.0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,18:25,6:45,1,No Info,26890,1,MAR,2019,11,40,18,25,6,45.0,405.0
Air India,15/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15,23:30,2,No Info,9653,15,JUN,2019,19,45,19,15,23,30.0,1410.0
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2:45,0,No Info,3943,21,JUN,2019,6,5,8,50,2,45.0,165.0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,16:20,26:15,1,In-flight meal not included,10844,18,MAY,2019,14,5,16,20,26,15.0,1575.0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40,7:30,1,In-flight meal not included,8849,1,APR,2019,21,10,4,40,7,30.0,450.0
IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,01:40,03:10,1:30,0,No Info,2754,12,JUN,2019,1,40,3,10,1,30.0,90.0
Air India,21/03/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,19:15,36:25,2,No Info,10756,21,MAR,2019,6,50,19,15,36,25.0,2185.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05,28:5,1,No Info,14151,21,MAY,2019,17,0,21,5,28,5.0,1685.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12:20,1,In-flight meal not included,9899,12,JUN,2019,8,25,20,45,12,20.0,740.0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,22:00,04:25,6:25,1,No Info,12242,21,MAR,2019,22,0,4,25,6,25.0,385.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35,17:5,2,In-flight meal not included,10368,9,JUN,2019,19,30,12,35,17,5.0,1025.0
IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1:30,0,No Info,5755,24,MAY,2019,9,10,10,40,1,30.0,90.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25,10:10,1,In-flight meal not included,10262,15,JUN,2019,18,15,4,25,10,10.0,610.0
SpiceJet,6/06/2019,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8:40,1,No Info,6643,6,JUN,2019,8,35,17,15,8,40.0,520.0
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13:30,1,No Info,9845,21,MAR,2019,7,30,21,0,13,30.0,810.0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17:5,1,In-flight meal not included,11134,24,MAR,2019,18,55,12,0,17,5.0,1025.0
SpiceJet,1/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5:15,1,No Info,5583,1,JUN,2019,6,5,11,20,5,15.0,315.0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,20:20,14:35,1,No Info,13817,12,MAR,2019,5,45,20,20,14,35.0,875.0
Air India,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,05:00,19:15,38:15,2,No Info,10283,6,MAR,2019,5,0,19,15,38,15.0,2295.0
Air India,24/03/2019,Kolkata,Banglore,CCU → GAU → BLR,09:50,21:05,11:15,1,No Info,7795,24,MAR,2019,9,50,21,5,11,15.0,675.0
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,00:20,07:40,7:20,1,In-flight meal not included,13977,9,MAR,2019,0,20,7,40,7,20.0,440.0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25,21:40,2,In-flight meal not included,10919,1,JUN,2019,6,45,4,25,21,40.0,1300.0
IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,2:40,0,No Info,6038,3,MAR,2019,20,25,23,5,2,40.0,160.0
IndiGo,21/05/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No Info,5601,21,MAY,2019,5,35,8,50,3,15.0,195.0
IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13:30,1,No Info,12351,9,MAR,2019,7,30,21,0,13,30.0,810.0
Air India,15/04/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2:50,0,No Info,6094,15,APR,2019,5,10,8,0,2,50.0,170.0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8:40,1,No Info,7575,15,MAY,2019,10,35,19,15,8,40.0,520.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25,6:35,1,No Info,16079,27,MAY,2019,21,50,4,25,6,35.0,395.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00,23:45,1,In-flight meal not included,10262,15,JUN,2019,19,15,19,0,23,45.0,1425.0
Air Asia,9/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5:40,1,No Info,13470,9,JUN,2019,16,45,22,25,5,40.0,340.0
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,No Info,8016,27,JUN,2019,11,10,14,5,2,55.0,175.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,18:50,24:35,1,No Info,16289,9,MAR,2019,18,15,18,50,24,35.0,1475.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,04:25,8:40,1,In-flight meal not included,10262,6,JUN,2019,19,45,4,25,8,40.0,520.0
IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2:55,0,No Info,4823,27,JUN,2019,18,25,21,20,2,55.0,175.0
Vistara,9/04/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2:50,0,No Info,5403,9,APR,2019,9,45,12,35,2,50.0,170.0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25:30,1,In-flight meal not included,12373,18,MAY,2019,17,30,19,0,25,30.0,1530.0
SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM → JLR → HYD,14:10,22:25,8:15,1,No Info,13552,6,MAR,2019,14,10,22,25,8,15.0,495.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12:20,1,In-flight meal not included,10844,9,MAY,2019,8,25,20,45,12,20.0,740.0
Air India,6/03/2019,Mumbai,Hyderabad,BOM → JDH → DEL → HYD,09:40,23:45,14:5,2,No Info,22619,6,MAR,2019,9,40,23,45,14,5.0,845.0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8:40,1,No Info,8625,27,MAY,2019,10,35,19,15,8,40.0,520.0
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,06:00,08:45,2:45,0,No Info,4777,24,MAR,2019,6,0,8,45,2,45.0,165.0
IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No Info,5000,21,JUN,2019,5,35,8,50,3,15.0,195.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:45,24:35,2,No Info,21954,6,MAR,2019,19,10,19,45,24,35.0,1475.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25,16:55,1,In-flight meal not included,11627,3,JUN,2019,11,30,4,25,16,55.0,1015.0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40,14:35,1,No Info,13731,24,MAY,2019,14,5,4,40,14,35.0,875.0
IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,22:10,01:00,2:50,0,No Info,3943,3,APR,2019,22,10,1,0,2,50.0,170.0
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,23:00,14:5,1,In-flight meal not included,6992,21,MAR,2019,8,55,23,0,14,5.0,845.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40,9:45,1,No Info,13941,6,MAY,2019,18,55,4,40,9,45.0,585.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10:20,1,No Info,18371,27,JUN,2019,2,15,12,35,10,20.0,620.0
IndiGo,3/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2:20,0,No Info,7295,3,MAR,2019,19,35,21,55,2,20.0,140.0
Air India,09/03/2019,Banglore,New Delhi,BLR → GOI → DEL,17:00,16:40,23:40,1,No Info,9292,9,MAR,2019,17,0,16,40,23,40.0,1420.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15,12:15,1,No Info,13941,1,MAY,2019,20,0,8,15,12,15.0,735.0
IndiGo,24/03/2019,Kolkata,Banglore,CCU → HYD → BLR,04:15,09:50,5:35,1,No Info,4150,24,MAR,2019,4,15,9,50,5,35.0,335.0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,23:35,27:35,1,No Info,12681,1,APR,2019,20,0,23,35,27,35.0,1655.0
IndiGo,3/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3:15,0,No Info,5601,3,JUN,2019,5,35,8,50,3,15.0,195.0
Air India,21/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55,23:5,2,No Info,14960,21,MAY,2019,9,50,8,55,23,5.0,1385.0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30,9:30,1,No Info,13377,6,JUN,2019,16,0,1,30,9,30.0,570.0
IndiGo,21/03/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1:25,0,No Info,3342,21,MAR,2019,12,0,13,25,1,25.0,85.0
Jet Airways,6/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,No Info,8016,6,JUN,2019,11,10,14,5,2,55.0,175.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,23:00,17:15,1,No Info,16736,6,MAR,2019,5,45,23,0,17,15.0,1035.0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,19:40,22:30,1,In-flight meal not included,10031,24,MAR,2019,21,10,19,40,22,30.0,1350.0
Air India,21/04/2019,Delhi,Cochin,DEL → BLR → COK,20:30,08:15,11:45,1,No Info,7258,21,APR,2019,20,30,8,15,11,45.0,705.0
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2:45,0,In-flight meal not included,4030,15,MAY,2019,6,0,8,45,2,45.0,165.0
Air India,24/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15,28:50,2,No Info,13381,24,JUN,2019,14,25,19,15,28,50.0,1730.0
Jet Airways,24/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29:20,2,No Info,16704,24,MAY,2019,23,5,4,25,29,20.0,1760.0
Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1:25,0,No Info,5678,24,MAY,2019,2,55,4,20,1,25.0,85.0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,09:20,26:50,1,In-flight meal not included,7064,1,APR,2019,6,30,9,20,26,50.0,1610.0
IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,01:40,03:10,1:30,0,No Info,2754,3,JUN,2019,1,40,3,10,1,30.0,90.0
Vistara,1/05/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2:50,0,No Info,4668,1,MAY,2019,9,45,12,35,2,50.0,170.0
Air Asia,21/06/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2:30,0,No Info,4107,21,JUN,2019,19,55,22,25,2,30.0,150.0
IndiGo,12/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,21:00,16:5,1,No Info,5894,12,JUN,2019,4,55,21,0,16,5.0,965.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25,10:55,1,In-flight meal not included,10262,6,JUN,2019,17,30,4,25,10,55.0,655.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,08:15,15:45,1,No Info,13941,9,MAY,2019,16,30,8,15,15,45.0,945.0
Air Asia,27/04/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10,14:25,1,No Info,6451,27,APR,2019,16,45,7,10,14,25.0,865.0
Air India,27/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25,23:40,2,No Info,10975,27,JUN,2019,9,45,9,25,23,40.0,1420.0
Air India,6/03/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40,19:40,2,No Info,14746,6,MAR,2019,12,0,7,40,19,40.0,1180.0
Air Asia,6/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,07:10,10:25,1,No Info,11410,6,JUN,2019,20,45,7,10,10,25.0,625.0
SpiceJet,1/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,2:35,0,No check-in baggage included,3841,1,MAY,2019,6,55,9,30,2,35.0,155.0
Air India,3/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40,24:50,2,No Info,13381,3,JUN,2019,6,50,7,40,24,50.0,1490.0
Air India,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9:5,1,No Info,8891,9,MAY,2019,9,25,18,30,9,5.0,545.0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,18:10,22:25,1,In-flight meal not included,10031,24,MAR,2019,19,45,18,10,22,25.0,1345.0
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2:50,0,No Info,4823,12,APR,2019,13,0,15,50,2,50.0,170.0
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,18:30,9:5,1,No Info,8576,24,MAY,2019,9,25,18,30,9,5.0,545.0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,16:10,19:35,1,In-flight meal not included,11087,12,MAR,2019,20,35,16,10,19,35.0,1175.0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,12:35,26:35,1,In-flight meal not included,12373,18,MAY,2019,10,0,12,35,26,35.0,1595.0
Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35,20:10,2,No Info,11432,21,MAY,2019,9,25,5,35,20,10.0,1210.0
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1:30,0,No Info,3175,15,JUN,2019,16,55,18,25,1,30.0,90.0
IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2:45,0,No Info,4804,12,MAY,2019,9,35,12,20,2,45.0,165.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26:55,2,No Info,13014,27,JUN,2019,9,40,12,35,26,55.0,1615.0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:20,15:10,1,In-flight meal not included,7563,6,MAR,2019,7,10,22,20,15,10.0,910.0
SpiceJet,27/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2:25,0,No Info,3873,27,JUN,2019,9,0,11,25,2,25.0,145.0
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10:30,1,No Info,11200,1,JUN,2019,8,30,19,0,10,30.0,630.0
Vistara,24/04/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2:45,0,No Info,5613,24,APR,2019,19,30,22,15,2,45.0,165.0
IndiGo,9/06/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3:15,0,No Info,5601,9,JUN,2019,14,20,17,35,3,15.0,195.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35,22:35,1,In-flight meal not included,10262,15,JUN,2019,14,0,12,35,22,35.0,1355.0
IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2:55,0,No Info,14306,1,MAR,2019,20,0,22,55,2,55.0,175.0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45,24:45,1,In-flight meal not included,7064,1,APR,2019,20,0,20,45,24,45.0,1485.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:00,11:55,1,No Info,18371,27,JUN,2019,7,5,19,0,11,55.0,715.0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26:55,2,In-flight meal not included,10368,1,JUN,2019,9,40,12,35,26,55.0,1615.0
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30,7:40,2,No Info,18275,12,JUN,2019,17,50,1,30,7,40.0,460.0
IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00,2:50,0,No Info,3749,27,MAY,2019,22,10,1,0,2,50.0,170.0
Air Asia,6/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8:20,2,No Info,6810,6,JUN,2019,15,10,23,30,8,20.0,500.0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9:20,1,No Info,7485,21,MAY,2019,11,40,21,0,9,20.0,560.0
Air India,27/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,No Info,5510,27,MAY,2019,14,15,16,45,2,30.0,150.0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25,10:10,1,In-flight meal not included,10262,3,JUN,2019,18,15,4,25,10,10.0,610.0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7:30,1,No Info,8307,21,MAR,2019,8,0,15,30,7,30.0,450.0
GoAir,21/04/2019,Delhi,Cochin,DEL → HYD → COK,05:55,13:35,7:40,1,No Info,6146,21,APR,2019,5,55,13,35,7,40.0,460.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35,23:10,2,No Info,15129,27,MAY,2019,13,25,12,35,23,10.0,1390.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5:30,1,No Info,14388,1,MAY,2019,6,30,12,0,5,30.0,330.0
Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2:45,0,In-flight meal not included,4544,6,APR,2019,6,0,8,45,2,45.0,165.0
Jet Airways,12/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,In-flight meal not included,5198,12,APR,2019,11,10,14,5,2,55.0,175.0
IndiGo,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30,16:15,1,No Info,7503,18,MAY,2019,9,15,1,30,16,15.0,975.0
GoAir,01/03/2019,Banglore,New Delhi,BLR → GOI → DEL,15:45,20:15,4:30,1,No Info,12314,1,MAR,2019,15,45,20,15,4,30.0,270.0
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6:15,1,No Info,8372,15,MAY,2019,13,0,19,15,6,15.0,375.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7:5,1,No Info,14781,21,MAY,2019,16,30,23,35,7,5.0,425.0
IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2:20,0,No Info,6297,12,MAR,2019,7,55,10,15,2,20.0,140.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20,24:55,1,No Info,14388,1,MAY,2019,8,25,9,20,24,55.0,1495.0
GoAir,1/06/2019,Delhi,Cochin,DEL → AMD → COK,07:25,13:35,6:10,1,No Info,6393,1,JUN,2019,7,25,13,35,6,10.0,370.0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12:55,1,No Info,14939,9,JUN,2019,21,10,10,5,12,55.0,775.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11:25,1,No Info,14781,21,MAY,2019,8,25,19,50,11,25.0,685.0
IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13:30,1,No Info,14871,6,MAR,2019,7,30,21,0,13,30.0,810.0
SpiceJet,6/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2:50,0,No check-in baggage included,4319,6,APR,2019,9,30,12,20,2,50.0,170.0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45,16:45,1,No Info,13067,15,MAY,2019,17,0,9,45,16,45.0,1005.0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15,15:20,1,No Info,26890,1,MAR,2019,16,55,8,15,15,20.0,920.0
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,13:15,6:15,1,In-flight meal not included,9134,15,MAR,2019,7,0,13,15,6,15.0,375.0
Air India,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12:15,1,No Info,8879,24,JUN,2019,7,0,19,15,12,15.0,735.0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00,17:5,1,No Info,14571,24,MAY,2019,18,55,12,0,17,5.0,1025.0
IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,09:35,12:10,2:35,0,No Info,5644,15,JUN,2019,9,35,12,10,2,35.0,155.0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:40,22:10,1,In-flight meal not included,9663,9,JUN,2019,6,30,4,40,22,10.0,1330.0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9:30,1,No Info,14571,9,JUN,2019,14,5,23,35,9,30.0,570.0
SpiceJet,9/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05,2:55,0,No Info,3971,9,JUN,2019,21,10,0,5,2,55.0,175.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,18:50,9:50,1,No Info,17024,6,MAR,2019,9,0,18,50,9,50.0,590.0
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,No check-in baggage included,3841,15,MAY,2019,17,10,19,40,2,30.0,150.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23:15,1,In-flight meal not included,12898,27,MAY,2019,19,45,19,0,23,15.0,1395.0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25,13:50,2,No Info,13376,6,JUN,2019,14,35,4,25,13,50.0,830.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35,15:10,2,In-flight meal not included,9905,15,JUN,2019,21,25,12,35,15,10.0,910.0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6:35,1,No Info,9794,21,MAY,2019,6,0,12,35,6,35.0,395.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,21:20,22:30,1,No Info,17471,6,MAR,2019,22,50,21,20,22,30.0,1350.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,13:45,04:25,14:40,2,In-flight meal not included,15129,9,MAR,2019,13,45,4,25,14,40.0,880.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25,28:50,1,No Info,11467,1,MAY,2019,9,35,14,25,28,50.0,1730.0
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11:45,1,No Info,8266,27,JUN,2019,7,30,19,15,11,45.0,705.0
IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,22:20,15:40,1,No Info,6442,6,MAR,2019,6,40,22,20,15,40.0,940.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,12:35,13:45,1,In-flight meal not included,10262,12,JUN,2019,22,50,12,35,13,45.0,825.0
